PRIMARY_SAMPLE_UNIT,YEAR,MONTH,DAY,STATION_NR,LAT_DEGREES,LON_DEGREES,DEPTH,UNDERWATER_VISIBILITY,MAPGRID_NR,HABITAT_CD,ZONE_NR,SUBREGION_NR,MPA_NR,SPECIES_NR,SPECIES_CD,LEN,NUM,TIME_SEEN,PROT,STRAT,REGION
339U,2012,8,16,2,24.4996833,-81.70215,5.8,8.1,5228549,ISOL_MR,3,8,20,335,EUC GULA,0,0,1,1,OFPR,FLA KEYS
340U,2012,8,16,1,24.4988667,-81.6940667,7.8,6.9,5243549,ISOL_MR,3,8,20,54,ACA CHAP,0,0,1,1,OFPR,FLA KEYS
341H,2012,8,20,2,24.4943333,-81.6582333,4.9,7.5,5311046,CONT_LR,4,8,19,126,LUT APOD,0,0,1,1,FSLR,FLA KEYS
341U,2012,8,20,1,24.49445,-81.6582,5,8.4,5311046,SPGR_LR,4,8,19,61,PAR NIGR,0,0,1,1,FSLR,FLA KEYS
342U,2012,8,20,2,24.4943833,-81.65675,6.3,6.9,5314796,SPGR_LR,4,8,19,757,STE SPE.,0,0,1,1,FMLR,FLA KEYS
343U,2012,8,15,1,24.48555,-81.6993667,7.2,7.6,5232291,CONT_LR,4,8,20,199,CEP CRUE,0,0,1,1,FMLR,FLA KEYS
344U,2012,9,25,2,24.5494667,-81.4038167,1.7,6.6,5794826,RUBB_LR,4,8,16,249,HAL CYAN,0,0,1,1,FSLR,FLA KEYS
346U,2012,9,25,2,24.5453833,-81.4062,6.1,8.4,5791074,SPGR_HR,4,8,16,93,HAE FLAV,14.5,2,1,1,HRRF,FLA KEYS
347U,2012,9,25,1,24.54705,-81.4005167,6.9,6.9,5802325,SPGR_LR,4,8,16,93,HAE FLAV,12,1.5,1,1,FMLR,FLA KEYS
348H,2012,8,20,2,24.4926333,-81.6603167,4.6,7.5,5307295,CONT_LR,4,8,19,418,MAL AURO,0,0,1,1,FSLR,FLA KEYS
348U,2012,8,20,1,24.4926833,-81.6603,3,6.9,5307295,SPGR_HR,4,8,19,717,ELA SPE.,0,0,1,1,HRRF,FLA KEYS
349U,2012,8,20,1,24.49235,-81.6582833,7.5,6.9,5311045,SPGR_LR,4,8,19,413,ACA SPIN,0,0,1,1,FMLR,FLA KEYS
350U,2012,8,15,2,24.4807333,-81.7118167,5.6,9.9,5209789,SPGR_HR,4,8,20,408,PHA XENU,0,0,1,1,HRRF,FLA KEYS
351U,2012,8,15,2,24.48195,-81.7058,4.9,9.1,5221039,CONT_LR,4,8,20,133,OCY CHRY,12,1,1,1,FSLR,FLA KEYS
352U,2012,10,9,2,24.4626667,-81.8394167,4.9,6.9,4966029,CONT_LR,4,8,21,97,HAE PLUM,23,0.5,1,1,FSLR,FLA KEYS
353U,2012,10,9,1,24.4604333,-81.8421167,5.9,6.1,4962278,SPGR_HR,4,8,21,97,HAE PLUM,0,0,1,1,HRRF,FLA KEYS
354U,2012,7,12,2,24.4549167,-81.85655,4.7,6.1,4932275,SPGR_HR,4,8,22,176,SCA COER,0,0,1,1,HRRF,FLA KEYS
355U,2012,7,12,2,24.4561,-81.8554167,4.4,6.1,4936025,CONT_LR,4,8,22,384,LIO RUBE,0,0,1,1,FSLR,FLA KEYS
356U,2012,7,11,1,24.4535667,-81.8735,4.7,7.6,4902274,SPGR_HR,4,8,23,209,HYP NIGR,0,0,1,1,HRRF,FLA KEYS
357U,2012,7,11,2,24.4519667,-81.8778333,6.3,6.9,4894773,SPGR_HR,4,8,23,418,MAL AURO,0,0,1,1,HRRF,FLA KEYS
358U,2012,8,16,2,24.4851833,-81.70565,2.3,10.7,5221041,RUBB_LR,4,8,20,75,COR PERS,0,0,1,1,FSLR,FLA KEYS
359U,2012,8,15,2,24.4850667,-81.70195,6.4,9.9,5228541,CONT_LR,4,8,20,202,EPI MORI,0,0,1,1,FMLR,FLA KEYS
360U,2012,10,9,1,24.4605333,-81.8474167,6.4,6.9,4951028,CONT_LR,4,8,21,182,SPA AURO,11,1,1,1,FMLR,FLA KEYS
361U,2012,10,9,1,24.4606333,-81.8460833,5.5,6.7,4954778,CONT_LR,4,8,21,112,DOR MEGA,0,0,1,1,FSLR,FLA KEYS
365U,2012,8,15,2,24.4867667,-81.70005,7.9,8.1,5232292,RUBB_LR,4,8,20,113,HAL BIVI,4,0.5,1,1,FMLR,FLA KEYS
366U,2012,8,15,2,24.47835,-81.7098333,17.5,6.1,5213537,SPGR_LR,4,8,20,72,COR DICR,0,0,1,1,FMLR,FLA KEYS
367U,2012,8,15,2,24.4813333,-81.6997667,12.7,8.4,5232289,SPGR_LR,4,8,20,138,GYM FUNE,0,0,1,1,FMLR,FLA KEYS
368U,2012,7,12,2,24.45425,-81.8576833,5.8,6.1,4932274,CONT_LR,4,8,22,111,CLE PARR,6.5,2.625,1,1,FMLR,FLA KEYS
369U,2012,7,12,2,24.4573833,-81.85385,5.5,6.4,4939776,CONT_LR,4,8,22,410,SCH BETA,0,0,1,1,FSLR,FLA KEYS
370U,2012,7,12,1,24.4496667,-81.8732667,22.3,4.8,4902272,SPGR_LR,4,8,23,713,BAL SPE.,0,0,1,1,FMLR,FLA KEYS
371U,2012,7,12,1,24.4512667,-81.8712833,14,7.1,4906023,SPGR_LR,4,8,23,9,ACA COER,14,1,1,1,FMLR,FLA KEYS
372U,2012,8,17,2,24.9337167,-80.55105,5,13.7,7411289,ISOL_MR,2,10,10,215,MYC INTE,0,0,1,1,MCPR,FLA KEYS
373U,2012,8,17,2,24.93525,-80.5479333,5.8,13,7418790,ISOL_MR,2,10,10,195,SCO REGA,45,0.5,1,1,MCPR,FLA KEYS
374U,2012,8,17,1,24.93385,-80.54925,5.6,13.7,7415039,ISOL_MR,2,10,10,9,ACA COER,5,1.5,1,1,MCPR,FLA KEYS
375U,2012,8,17,2,24.93455,-80.5472667,6.7,9.1,7418789,ISOL_MR,2,10,10,152,HOL BERM,0,0,1,1,MCPR,FLA KEYS
376U,2012,8,14,1,24.9056667,-80.6181833,3.8,5,7283773,ISOL_MR,2,10,11,18,CAN MACR,0,0,1,1,MCPR,FLA KEYS
377U,2012,8,14,2,24.90395,-80.6165,3.5,6.9,7287522,ISOL_MR,2,10,11,110,BOD RUFU,0,0,1,1,MCPR,FLA KEYS
378U,2012,8,14,1,24.90485,-80.61565,3.8,5,7291273,ISOL_MR,2,10,11,110,BOD RUFU,0,0,1,1,MCPR,FLA KEYS
379U,2012,8,14,1,24.9007167,-80.6170333,3.8,6.1,7287521,ISOL_MR,2,10,11,97,HAE PLUM,9.5,1.75,1,1,MCPR,FLA KEYS
380U,2012,6,22,1,24.9505833,-80.4587167,10.2,8.4,7587548,CONT_LR,4,10,7,757,STE SPE.,0,0,1,1,FMLR,FLA KEYS
381U,2012,6,23,1,24.9455667,-80.4575333,25.6,16,7587546,SPGR_LR,4,10,7,199,CEP CRUE,22,1,2,1,FMLR,FLA KEYS
382U,2012,6,22,1,24.9517167,-80.4571167,12,9.1,7591299,CONT_LR,4,10,7,141,AET NARI,0,0,1,1,FMLR,FLA KEYS
383U,2012,6,22,1,24.9560833,-80.4536,15.9,9.9,7595051,SPGR_LR,4,10,7,218,MYC VENE,0,0,1,1,FMLR,FLA KEYS
384U,2012,6,23,2,24.9465833,-80.45595,22.4,19.8,7591296,SPGR_LR,4,10,0,738,CAR SPE.,0,0,1,0,FDLR,FLA KEYS
385U,2012,6,22,1,24.9528,-80.4536167,14,13.1,7595050,CONT_LR,4,10,7,153,HOL CILI,0,0,1,1,FMLR,FLA KEYS
386U,2012,6,22,1,24.9535667,-80.4510333,17.1,12.2,7602550,SPGR_LR,4,10,8,248,BOD PULC,0,0,1,1,FMLR,FLA KEYS
387U,2012,6,22,1,24.9534167,-80.4560167,12.7,8.4,7591300,CONT_LR,4,10,7,196,SCO PLUM,0,0,1,1,FMLR,FLA KEYS
388U,2012,8,30,1,24.92595,-80.50365,3.4,5.8,7501285,CONT_LR,4,10,9,379,PRI AQUI,0,0,1,1,FSLR,FLA KEYS
389U,2012,8,30,1,24.9229833,-80.5039833,8.8,6.3,7501283,CONT_LR,4,10,9,181,SPA ATOM,6,0.5,1,1,FMLR,FLA KEYS
390U,2012,8,30,2,24.9212833,-80.50405,11.6,5,7501282,SPGR_LR,4,10,9,12,HYP HARR,0,0,1,1,FMLR,FLA KEYS
391U,2012,8,31,1,24.9200333,-80.5040667,16.2,11.4,7501281,SPGR_LR,4,10,9,77,GNA THOM,0,0,1,1,FMLR,FLA KEYS
392H,2012,8,15,2,24.8513833,-80.6158333,4.9,9.1,7291243,ISOL_LR,4,10,12,387,CAR PERE,0,0,1,1,FSLR,FLA KEYS
392U,2012,8,15,1,24.8509167,-80.6158,5.9,13,7291243,CONT_LR,4,10,12,32,BOT OCEL,0,0,1,1,FSLR,FLA KEYS
393U,2012,8,15,1,24.9000833,-80.5669167,4.6,12.2,7381270,CONT_LR,4,10,0,166,STE LEUC,5,0.5,1,0,FSLR,FLA KEYS
394U,2012,7,5,1,24.62635,-81.10905,5.3,11.4,6353618,SPGR_HR,4,9,15,98,HAE SCIU,11,0.25,1,1,HRRF,FLA KEYS
395U,2012,7,5,2,24.6254167,-81.1078,10.7,9.9,6357368,SPGR_LR,4,9,15,208,HYP INDI,0,0,1,1,FMLR,FLA KEYS
396U,2012,8,15,2,24.8413167,-80.6225167,18.7,9.1,7276238,SPGR_LR,4,10,12,74,COR GLAU,2,1.875,1,1,FMLR,FLA KEYS
398U,2012,9,20,2,24.7623667,-80.7599667,6.7,5.3,7017444,SPGR_LR,4,9,13,747,LAB SPE.,0,0,1,1,FMLR,FLA KEYS
399U,2012,9,18,2,24.7667333,-80.75365,5.2,8.8,7028696,CONT_LR,4,9,13,258,DIP ARGE,0,0,1,1,FSLR,FLA KEYS
400U,2012,9,18,1,24.7649167,-80.7532167,10.4,7.1,7028695,SPGR_LR,4,9,13,258,DIP ARGE,0,0,1,1,FMLR,FLA KEYS
401U,2012,9,18,2,24.7687667,-80.7497333,5.9,9.1,7036197,SPGR_LR,4,9,13,88,ANI VIRG,19,1,1,1,FMLR,FLA KEYS
402U,2012,7,17,2,24.6833833,-80.9707333,5,10.7,6616150,ISOL_LR,4,9,14,182,SPA AURO,5,0.5,1,1,FSLR,FLA KEYS
403U,2012,7,17,1,24.6852,-80.9644,5.3,9.8,6631151,CONT_LR,4,9,14,383,ALP AFER,0,0,1,1,FSLR,FLA KEYS
404U,2012,7,17,2,24.6856333,-80.9629667,5.3,11.4,6631151,SPGR_HR,4,9,14,417,HET LONG,0,0,1,1,HRRF,FLA KEYS
405U,2012,7,17,1,24.68665,-80.9615167,5.5,10.3,6634902,CONT_LR,4,9,14,736,AST SPE.,0,0,1,1,FSLR,FLA KEYS
406U,2012,7,5,1,24.6230833,-81.1104667,14.9,9.9,6353617,SPGR_LR,4,9,15,88,ANI VIRG,0,0,1,1,FMLR,FLA KEYS
407U,2012,7,5,2,24.62375,-81.1058,16,9.1,6361117,SPGR_LR,4,9,15,706,HAE SPE.,0,0,1,1,FMLR,FLA KEYS
408U,2012,8,15,1,25.20855,-80.2219167,2.7,11.4,8030192,ISOL_MR,3,11,1,182,SPA AURO,17,0.5,1,1,OFPR,FLA KEYS
409U,2012,8,22,2,25.2343167,-80.2154333,6.1,11.9,8045206,CONT_LR,3,11,1,172,GIN CIRR,0,0,1,1,OFPR,FLA KEYS
410U,2012,9,20,1,25.12515,-80.2984833,5.9,11.4,7887645,ISOL_LR,3,11,3,142,CAR LEUC,0,0,1,1,OFPR,FLA KEYS
411U,2012,9,21,2,25.1246167,-80.2938,8.8,12.2,7895145,ISOL_MR,3,11,3,83,PTE HELE,0,0,1,1,OFPR,FLA KEYS
412U,2012,9,11,1,25.10995,-80.3039167,4.1,13.7,7876387,ISOL_MR,3,11,4,113,HAL BIVI,8,0.5,1,1,OFPR,FLA KEYS
413U,2012,8,15,2,25.2100667,-80.2204833,1.8,10.8,8033943,ISOL_MR,3,11,1,7,ACA BAHI,4,0.5,1,1,OFPR,FLA KEYS
414U,2012,9,21,2,25.1156667,-80.3428833,6.9,10.7,7805140,ISOL_MR,2,11,0,288,ELO SAUR,0,0,1,0,MCPR,FLA KEYS
415U,2012,9,11,1,25.1200833,-80.2975333,10.8,13,7891393,ISOL_MR,3,11,3,222,SER TABA,0,0,1,1,OFPR,FLA KEYS
416U,2012,9,11,1,25.10585,-80.308,4.3,13.7,7868885,ISOL_MR,3,11,4,239,CHI ANTE,0,0,1,1,OFPR,FLA KEYS
417U,2012,9,11,2,25.11095,-80.305,1.7,15.2,7876388,ISOL_MR,3,11,4,338,COR PUNC,0,0,1,1,OFPR,FLA KEYS
418H,2012,9,11,1,25.1137167,-80.3035,5.6,18.3,7880139,SPGR_HR,3,11,4,222,SER TABA,0,0,1,1,HRRF,FLA KEYS
418U,2012,9,11,2,25.1137333,-80.3030167,5.3,10.2,7880139,ISOL_MR,3,11,4,59,MAL TRIA,0,0,1,1,OFPR,FLA KEYS
419U,2012,8,15,1,25.2217,-80.2151333,5.2,11.4,8045199,CONT_LR,4,11,1,243,SPH SPEN,0,0,1,1,FSLR,FLA KEYS
420U,2012,8,22,1,25.2304333,-80.2105333,6.1,10.7,8052704,CONT_LR,4,11,1,377,HIP EREC,0,0,1,1,FSLR,FLA KEYS
421U,2012,8,15,2,25.2133,-80.2125833,8.1,11,8048944,CONT_LR,4,11,1,90,HAE AURO,0,0,1,1,FMLR,FLA KEYS
422U,2012,8,22,1,25.2307667,-80.2067333,7.9,10.7,8060204,CONT_LR,4,11,1,418,MAL AURO,0,0,1,1,FMLR,FLA KEYS
423U,2012,9,20,2,25.1420167,-80.25855,7,18.3,7962655,SPGR_HR,4,11,2,245,NES LONG,0,0,1,1,HRRF,FLA KEYS
424U,2012,9,20,1,25.1473667,-80.25465,9.1,19.8,7970158,SPGR_HR,4,11,2,259,LAG RHOM,0,0,1,1,HRRF,FLA KEYS
425H,2012,7,18,2,25.0380167,-80.3466833,7,12.2,7797597,SPGR_LR,4,11,5,224,SER TORT,0,0,1,1,FMLR,FLA KEYS
425U,2012,7,18,1,25.0377667,-80.3467167,6.7,24.4,7797597,SPGR_HR,4,11,5,290,IST PLAT,0,0,1,1,HRRF,FLA KEYS
426U,2012,7,18,2,25.0364167,-80.3474333,7.3,15.2,7797596,SPGR_HR,4,11,5,159,CHR ENCH,0,0,1,1,HRRF,FLA KEYS
427U,2012,7,17,1,25.0185167,-80.3674667,5.6,20.6,7760086,SPGR_HR,4,11,6,757,STE SPE.,0,0,1,1,HRRF,FLA KEYS
428H,2012,7,17,2,25.0169,-80.3681667,8.1,22.9,7756335,SPGR_HR,4,11,6,214,MYC BONA,40,0.5,1,1,HRRF,FLA KEYS
428U,2012,7,17,1,25.0166333,-80.36825,8.2,21.3,7756335,CONT_LR,4,11,6,8,ACA CHIR,25,3.5,1,1,FMLR,FLA KEYS
429U,2012,8,15,2,25.2164667,-80.22085,6.4,8.4,8033946,CONT_LR,4,11,1,124,THA BIFA,10,0.5,1,1,FSLR,FLA KEYS
430U,2012,8,15,2,25.2174333,-80.2140833,5.2,10.5,8045197,SPGR_HR,4,11,1,264,SPH TEST,0,0,1,1,HRRF,FLA KEYS
431U,2012,8,22,1,25.2327667,-80.2092333,8.8,10.7,8056455,SPGR_LR,4,11,1,7,ACA BAHI,15,0.5,1,1,FMLR,FLA KEYS
432U,2012,7,17,1,25.0124167,-80.3690167,13,21.3,7756333,SPGR_LR,4,11,6,182,SPA AURO,4,0.5,1,1,FMLR,FLA KEYS
433U,2012,9,20,2,25.1480333,-80.2633,11.9,13.7,7955158,ISOL_LR,4,11,2,236,SYN FOET,0,0,1,1,FMLR,FLA KEYS
434U,2012,9,19,2,25.1497833,-80.2597167,6.1,13,7962659,RUBB_LR,4,11,2,128,LUT CYAN,0,0,1,1,FMLR,FLA KEYS
435U,2012,6,22,1,25.22775,-80.20115,17.8,8.4,8071453,SPGR_LR,4,11,1,128,LUT CYAN,0,0,1,1,FMLR,FLA KEYS
436U,2012,6,22,2,25.2222,-80.2001667,24.7,13.7,8071449,SPGR_LR,4,11,0,223,SER TIGR,5,1,2,0,FDLR,FLA KEYS
437U,2012,7,18,1,25.0365333,-80.3448667,13.6,19.8,7801346,SPGR_LR,4,11,5,109,KYP SECT,30,3.75,2,1,FMLR,FLA KEYS
438U,2012,7,19,1,25.0348833,-80.3453167,19.2,10.7,7801345,SPGR_LR,4,11,5,240,DIO HOLO,0,0,1,1,FMLR,FLA KEYS
439U,2012,7,17,1,25.0163333,-80.3668333,10.8,23.6,7760085,SPGR_LR,4,11,6,290,IST PLAT,0,0,1,1,FMLR,FLA KEYS
440U,2012,7,18,1,25.0182167,-80.3648167,11.3,11.4,7763836,SPGR_LR,4,11,6,338,COR PUNC,0,0,1,1,FMLR,FLA KEYS
834U,2012,10,16,1,24.5786667,-81.4423,7,5.8,5723592,ISOL_MR,2,8,0,711,CAL SPE.,0,0,1,0,MCPR,FLA KEYS
835U,2012,10,10,2,24.5652333,-81.3943167,8.2,6.1,5813585,ISOL_MR,3,8,17,227,CAL CALA,0,0,1,1,OFPR,FLA KEYS
855U,2012,10,16,2,24.5505833,-81.4453167,7,8.4,5716077,ISOL_LR,4,8,0,143,OPI AURI,7,0.5,1,0,FMLR,FLA KEYS
856U,2012,10,16,1,24.5489667,-81.4435,7.9,9.1,5719826,CONT_LR,4,8,0,124,THA BIFA,7.5,12,1,0,FMLR,FLA KEYS
876U,2012,9,27,2,24.6897333,-81.03055,5.6,7.3,6503653,ISOL_MR,2,9,0,115,HAL MACU,9,0.5,1,0,MCPR,FLA KEYS
879U,2012,9,27,1,24.7012167,-80.9651333,4.7,7.6,6627410,ISOL_MR,3,9,0,202,EPI MORI,0,0,1,0,OFPR,FLA KEYS
883U,2012,9,27,1,24.6602667,-81.0188833,5.8,9.9,6526137,ISOL_LR,4,9,0,152,HOL BERM,0,0,1,0,FSLR,FLA KEYS
889U,2012,9,27,2,24.6593,-81.0064667,6.6,8.8,6548637,RUBB_LR,4,9,0,95,HAE MELA,0,0,1,0,FMLR,FLA KEYS
898U,2012,9,14,2,24.6072667,-81.18325,8.2,9.1,6214858,CONT_LR,4,9,0,700,UNK SPE.,0,0,1,0,FMLR,FLA KEYS
899U,2012,9,28,1,24.6185167,-81.1315667,12.5,8.4,6312364,SPGR_LR,4,9,0,238,CAN ROST,4,0.5,1,0,FMLR,FLA KEYS
901H,2012,8,10,2,24.71915,-80.8426167,7,9.9,6859920,SPGR_LR,4,9,0,152,HOL BERM,0,0,1,0,FMLR,FLA KEYS
901U,2012,8,10,1,24.7192667,-80.8427167,6.6,11.1,6859920,RUBB_LR,4,9,0,386,CAR LUGU,0,0,1,0,FMLR,FLA KEYS
906U,2012,9,28,1,24.6095667,-81.1418167,24.7,8.4,6293609,SPGR_LR,4,9,0,50,CHA SEDE,0,0,1,0,FDLR,FLA KEYS
910U,2012,6,23,2,24.9381,-80.4708,15.2,13.7,7565041,SPGR_LR,4,10,0,202,EPI MORI,0,0,1,0,FMLR,FLA KEYS
917U,2012,8,16,1,25.2315833,-80.2507333,2.4,3.8,7977705,ISOL_MR,2,11,0,202,EPI MORI,65,0.5,1,0,MCPR,FLA KEYS
925U,2012,8,21,2,25.2195833,-80.2314667,3.1,9.1,8015198,ISOL_MR,3,11,0,177,SCA ISER,4,3,1,0,OFPR,FLA KEYS
938U,2012,6,21,2,25.1965333,-80.22525,8.7,6.9,8026435,ISOL_LR,4,11,0,109,KYP SECT,0,0,1,0,FMLR,FLA KEYS
941U,2012,6,21,2,25.0963833,-80.30115,9.9,13,7883880,ISOL_LR,4,11,0,254,MYC TIGR,0,0,1,0,FMLR,FLA KEYS
944U,2012,6,22,2,25.2578667,-80.1847833,19.4,9.1,8101469,SPGR_LR,4,11,0,240,DIO HOLO,0,0,1,0,FDLR,FLA KEYS
955U,2012,6,22,1,25.2679,-80.1784333,20.3,10.7,8112725,CONT_LR,4,11,0,182,SPA AURO,7,0.5,1,0,FDLR,FLA KEYS
957U,2012,6,21,2,25.15765,-80.2403,23.6,15.2,7996414,SPGR_HR,4,11,0,244,URO JAMA,0,0,1,0,HRRF,FLA KEYS
959U,2012,6,21,1,25.1688333,-80.2326,20.1,10.7,8011420,CONT_LR,4,11,0,212,HYP UNIC,0,0,1,0,FDLR,FLA KEYS
960U,2012,6,22,1,25.2309667,-80.19945,20,10.7,8075204,SPGR_LR,4,11,0,93,HAE FLAV,14,0.5,1,0,FDLR,FLA KEYS
974U,2012,8,22,1,25.3877333,-80.1537,6.6,8.4,8157791,ISOL_MR,2,12,0,714,BEL SPE.,0,0,1,0,MCPR,FLA KEYS
980U,2012,8,21,1,25.4689667,-80.1379167,6.9,9.1,8187836,ISOL_MR,2,12,0,168,STE PLAN,0,0,1,0,MCPR,FLA KEYS
988H,2012,8,21,2,25.46615,-80.1308167,6.6,9.1,8199085,ISOL_LR,4,12,0,226,CAL BAJO,0,0,1,0,FMLR,FLA KEYS
988U,2012,8,21,1,25.4661167,-80.13095,6.1,9.9,8199085,CONT_LR,4,12,0,735,ALU SPE.,0,0,1,0,FMLR,FLA KEYS
A03U,2012,6,22,2,24.9893167,-80.4081833,17.1,12.2,7681320,SPGR_LR,4,11,0,229,CAL PROR,0,0,1,0,FMLR,FLA KEYS
A24U,2012,10,10,1,24.56535,-81.3945333,7.5,4.7,5813585,ISOL_MR,3,8,17,229,CAL PROR,0,0,1,1,OFPR,FLA KEYS
A89U,2012,9,27,2,24.6819667,-80.9708167,4.9,6.8,6616149,CONT_LR,4,9,14,164,STE DIEN,0,0,1,1,FSLR,FLA KEYS
A90U,2012,9,27,1,24.6842833,-80.96935,5.5,8.4,6619900,CONT_LR,4,9,14,133,OCY CHRY,22.5,3.25,1,1,FSLR,FLA KEYS
1003U,2014,8,25,1,25.3336,-80.21798,3.9,7.6,1955342,CONT_LR,1,12,0,2,APO BINO,0,0,1,0,INPR,FLA KEYS
1004U,2014,8,6,1,25.43735,-80.1911,3.5,5.9,1979724,ISOL_LR,1,12,0,137,PSE MACU,0,0,1,0,INPR,FLA KEYS
1005U,2014,8,6,1,25.45758,-80.18101,3.6,5.1,1983318,ISOL_LR,1,12,0,150,PEM SCHO,0,0,1,0,INPR,FLA KEYS
1006U,2014,10,22,1,25.67501,-80.11895,7.6,9.9,2015393,CONT_LR,1,12,0,130,LUT JOCU,0,0,1,0,INPR,FLA KEYS
1008U,2014,10,22,2,25.74534,-80.12024,7.5,3,2023485,CONT_LR,1,12,0,92,HAE CHRY,0,0,1,0,INPR,FLA KEYS
1009U,2014,8,27,1,25.31433,-80.19732,6.7,6.9,1949826,ISOL_LR,2,12,0,104,HOL RUFU,0,0,1,0,MCPR,FLA KEYS
1010U,2014,9,3,2,25.33808,-80.19198,7.2,7.6,1956582,ISOL_LR,2,12,0,187,SPA VIRI,12,0.625,1,0,MCPR,FLA KEYS
1011U,2014,9,3,2,25.3462,-80.19617,3.2,5.5,1958731,ISOL_MR,2,12,0,80,ELA OCEA,0,0,1,0,MCPR,FLA KEYS
1013U,2014,8,27,2,25.45553,-80.14306,5.7,6.9,1983040,ISOL_MR,2,12,0,753,SCA SPE.,0,0,1,0,MCPR,FLA KEYS
1014U,2014,8,27,1,25.45716,-80.14107,4.2,6.9,1983358,ISOL_MR,2,12,0,387,CAR PERE,0,0,1,0,MCPR,FLA KEYS
1015U,2014,8,7,1,25.4614,-80.1348,4.9,19.8,1984146,ISOL_MR,3,12,0,16,BAL CAPR,0,0,1,0,OFPR,FLA KEYS
1016U,2014,8,7,2,25.4639,-80.1329,5.7,9.9,1984462,ISOL_MR,2,12,0,243,SPH SPEN,0,0,1,0,MCPR,FLA KEYS
1017U,2014,8,7,2,25.4674,-80.1417,4.8,6.9,1985085,ISOL_MR,2,12,0,92,HAE CHRY,0,0,1,0,MCPR,FLA KEYS
1018U,2014,8,7,2,25.4912,-80.1371,5.5,9.1,1989278,ISOL_MR,2,12,0,93,HAE FLAV,14,2.625,1,0,MCPR,FLA KEYS
1019U,2014,8,7,1,25.49479,-80.13868,4.8,7.6,1989888,ISOL_MR,2,12,0,248,BOD PULC,0,0,1,0,MCPR,FLA KEYS
1020U,2014,8,6,1,25.51721,-80.13831,5.2,8.6,1993620,ISOL_MR,2,12,0,748,MEN SPE.,0,0,1,0,MCPR,FLA KEYS
1021U,2014,8,5,1,25.51938,-80.13729,6.1,7.9,1993899,ISOL_MR,2,12,0,123,LAC MAXI,27,1.167,1,0,MCPR,FLA KEYS
1022U,2014,8,5,1,25.52145,-80.13511,5.4,8.8,1994174,ISOL_MR,2,12,0,52,AMB PINO,0,0,1,0,MCPR,FLA KEYS
1024U,2014,8,5,1,25.52884,-80.13494,6.3,9.1,1995254,ISOL_MR,2,12,0,109,KYP SECT,29,0.5,1,0,MCPR,FLA KEYS
1025U,2014,8,5,2,25.53048,-80.13663,6.9,8.4,1995516,ISOL_MR,2,12,0,10,APO PSEU,0,0,1,0,MCPR,FLA KEYS
1026U,2014,10,23,2,25.63973,-80.11656,7.3,7.6,2010765,ISOL_LR,2,12,0,124,THA BIFA,5,0.5,1,0,MCPR,FLA KEYS
1027U,2014,10,22,1,25.65857,-80.10027,7.6,9.1,2013376,ISOL_LR,2,12,0,9,ACA COER,14,1,1,0,MCPR,FLA KEYS
1028U,2014,10,22,2,25.66224,-80.1001,7.6,8.4,2013844,ISOL_LR,2,12,0,147,ACA QUAD,0,0,1,0,MCPR,FLA KEYS
1029U,2014,7,28,1,25.3271,-80.16248,9.3,9.9,1953671,ISOL_LR,3,12,0,238,CAN ROST,0,0,1,0,OFPR,FLA KEYS
1030U,2014,7,28,2,25.33338,-80.15948,7.9,8.4,1955400,ISOL_LR,3,12,0,177,SCA ISER,0,0,1,0,OFPR,FLA KEYS
1031U,2014,7,28,1,25.33348,-80.16055,6.6,8.4,1955399,ISOL_LR,3,12,0,200,CEP FULV,0,0,1,0,OFPR,FLA KEYS
1032U,2014,10,23,1,25.62086,-80.09821,7.3,9.2,2008192,ISOL_LR,3,12,0,13,AUL MACU,29,0.5,1,0,OFPR,FLA KEYS
1033U,2014,10,23,2,25.62504,-80.0993,7.9,9.1,2008713,ISOL_LR,3,12,0,93,HAE FLAV,0,0,1,0,OFPR,FLA KEYS
1034U,2014,10,23,1,25.63906,-80.10284,7.6,9.1,2010779,ISOL_LR,3,12,0,433,PTE VOLI,0,0,1,0,OFPR,FLA KEYS
1035U,2014,9,3,1,25.32302,-80.18555,2.6,8.4,1952390,ISOL_LR,4,12,0,97,HAE PLUM,23,0.5,1,0,FSLR,FLA KEYS
1036U,2014,9,3,1,25.32559,-80.18575,3.4,7.6,1953146,CONT_LR,4,12,0,67,CHA FABE,0,0,1,0,FSLR,FLA KEYS
1037U,2014,10,1,1,25.57758,-80.11372,4.5,13.7,2002231,CONT_LR,4,12,0,736,AST SPE.,0,0,1,0,FSLR,FLA KEYS
1038U,2014,10,22,1,25.69089,-80.09749,5.8,10.7,2017392,CONT_LR,4,12,0,199,CEP CRUE,14,0.625,1,0,FSLR,FLA KEYS
1039U,2014,10,1,2,25.57265,-80.09933,8.1,9.9,2001507,CONT_HR,4,12,0,19,CAN PULL,0,0,1,0,FMLR,FLA KEYS
1040U,2014,10,1,1,25.57466,-80.09966,7.5,13,2001755,CONT_HR,4,12,0,161,CHR MULT,0,0,1,0,FMLR,FLA KEYS
1041U,2014,10,1,2,25.57528,-80.10187,7.3,9.9,2001877,CONT_HR,4,12,0,133,OCY CHRY,17,1,1,0,FMLR,FLA KEYS
1042U,2014,10,1,2,25.5897,-80.09626,3.5,15.2,2003830,CONT_MR,4,12,0,92,HAE CHRY,10.5,7,2,0,FSLR,FLA KEYS
